创建月份,开发人,SKU,创建时间,产品名称,采购价(CNY),是否组合主SKU,本地产品状态,开品状态,是否定制,是否多件/套装,主方向,产品族,主题,商品标准化类型,价值主导类型,标准化判定依据,标准化判定置信度,是否需要人工复核,风险标记,第一层判断,判断说明,产品族首次出现月份（开发人）,产品族最近出现月份（开发人）,产品族出现月份数（开发人）,产品族出现月份列表（开发人）,本月产品族状态
2025-11,陈杨,2550461,2025-11-03 07:31:42,ahdh清洁日记本,6.8,否,在售,1,否,否,功能工具与维修配件,ahdh清洁日记本,通用/无明显主题,标品,功能主导,标题包含功能/适配特征词“清洁”,高,否,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-11,2025-11,1,2025-11,新增品线
2025-11,陈杨,2550462,2025-11-03 07:31:42,52周圣经工作簿A5橙色【下单发图给供应商】,9.5,否,在售,1,否,否,待人工方向复核,52周圣经工作簿A5橙色,通用/无明显主题,待复核,待判断,标题和产品族暂不足以判断功能主导还是视觉/创意主导,低,是,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-11,2025-11,1,2025-11,新增品线
2025-11,陈杨,2550463,2025-11-03 07:31:42,2pcs铁矿石手链（无磁性苹果手链*2）,8.0,否,在售,1,否,是,服饰饰品与随身配件,手链,通用/无明显主题,非标,图像审美主导,标题包含非标特征词“手链”,高,否,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-07,2026-06,7,2025-07、2025-09、2025-10、2025-11、2026-02、2026-03、2026-06,跨月延续
2025-11,陈杨,2550464,2025-11-03 07:31:42,脑腐生日派对装饰拉旗气球31pcs（气球16*1+拉旗15*1）,8.8,否,在售,1,否,是,派对贺卡与礼品,脑腐生日派对装饰拉旗气球31pcs,通用/无明显主题,非标,图像审美主导,标题包含非标特征词“派对”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-11,2025-11,1,2025-11,新增品线
2025-11,陈杨,2550465,2025-11-03 07:31:42,多彩蝴蝶生日蛋糕立体盒贺卡（mum*1）下单备注要mum款,8.2,否,在售,1,否,否,派对贺卡与礼品,贺卡,花卉蝴蝶,非标,图像审美主导,标题包含非标特征词“贺卡”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-09,2026-06,9,2025-09、2025-10、2025-11、2025-12、2026-01、2026-03、2026-04、2026-05、2026-06,跨月延续
2025-11,陈杨,2550466,2025-11-03 07:31:42,多彩蝴蝶生日蛋糕立体盒贺卡（daughter*1）下单备注要daughter款,8.2,否,在售,1,否,否,派对贺卡与礼品,贺卡,花卉蝴蝶,非标,图像审美主导,标题包含非标特征词“贺卡”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-09,2026-06,9,2025-09、2025-10、2025-11、2025-12、2026-01、2026-03、2026-04、2026-05、2026-06,跨月延续
2025-11,陈杨,2550467,2025-11-03 07:31:42,多彩蝴蝶生日蛋糕立体盒贺卡（sister*1）下单备注要sister款,8.2,否,在售,1,否,否,派对贺卡与礼品,贺卡,花卉蝴蝶,非标,图像审美主导,标题包含非标特征词“贺卡”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-09,2026-06,9,2025-09、2025-10、2025-11、2025-12、2026-01、2026-03、2026-04、2026-05、2026-06,跨月延续
2025-11,陈杨,2550468,2025-11-03 07:31:42,钻石画滚筒压钻器（彩色*1）,11.98,否,在售,1,否,否,DIY手工与文具材料,钻石画,通用/无明显主题,非标,图像审美主导,标题包含非标特征词“钻石画”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-11,2026-05,3,2025-11、2026-01、2026-05,新增品线
2025-11,陈杨,2550469,2025-11-03 07:31:42,2pcs钻石画滚筒压钻器（（蓝色）调节滚轮*1+（粉色）调节滚轮*1）,11.98,否,在售,1,否,是,DIY手工与文具材料,钻石画,通用/无明显主题,非标,图像审美主导,标题包含非标特征词“钻石画”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-11,2026-05,3,2025-11、2026-01、2026-05,新增品线
2025-11,陈杨,2550470,2025-11-03 07:31:42,爱心小火车小矮人弹出式立体贺卡,8.9,否,在售,1,否,否,派对贺卡与礼品,贺卡,通用/无明显主题,非标,图像审美主导,标题包含非标特征词“贺卡”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-09,2026-06,9,2025-09、2025-10、2025-11、2025-12、2026-01、2026-03、2026-04、2026-05、2026-06,跨月延续
2025-11,蒋舒,2255179,2025-11-03 09:31:07,盘勇前-供应商标签：义乌市炽乐贸易有限公司,0.0,否,在售,1,否,否,待人工方向复核,盘勇前,通用/无明显主题,待复核,待判断,标题和产品族暂不足以判断功能主导还是视觉/创意主导,低,是,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-11,2025-11,1,2025-11,新增品线
2025-11,蒋舒,2255180,2025-11-03 09:32:41,余进兵-供应商标签：杭州微绒电子商务有限公司,0.0,否,在售,1,否,否,待人工方向复核,余进兵,通用/无明显主题,待复核,待判断,标题和产品族暂不足以判断功能主导还是视觉/创意主导,低,是,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-11,2025-11,1,2025-11,新增品线
2025-11,蒋舒,2255181,2025-11-03 09:34:35,余露-供应商标签：义乌市嘉栩商贸有限公司,0.0,否,在售,1,否,否,待人工方向复核,余露,通用/无明显主题,待复核,待判断,标题和产品族暂不足以判断功能主导还是视觉/创意主导,低,是,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-11,2025-11,1,2025-11,新增品线
2025-11,蒋舒,2255182,2025-11-03 09:35:43,杨波-供应商标签：义乌市藤达电子商务有限公司,0.0,否,在售,1,否,否,待人工方向复核,杨波,通用/无明显主题,待复核,待判断,标题和产品族暂不足以判断功能主导还是视觉/创意主导,低,是,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-11,2025-11,1,2025-11,新增品线
2025-11,陈杨,2550471,2025-11-04 08:34:35,【44pcs】山海经生日装饰【山海经套装：气球16（绿4蓝4黄4橙4）+拉旗+蛋糕插】,12.0,否,在售,1,否,是,派对贺卡与礼品,山海经生日装饰,通用/无明显主题,非标,图像审美主导,标题包含非标特征词“山海经”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-11,2025-11,1,2025-11,新增品线
2025-11,蒋舒,2255183,2025-11-07 10:06:13,【12pcs】头部按摩刷-黑色,7.2,否,在售,1,否,是,健康康复与身体护理,头部按摩刷,通用/无明显主题,标品,功能主导,主方向以功能、适配、收纳或工具属性为主,中,否,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-11,2025-11,1,2025-11,新增品线
2025-11,蒋舒,2255184,2025-11-07 10:06:13,【12套】装饰铜镜钉-16mm平面亮银【螺丝*12+垫片*12+螺牙*12+铜盖子*12】（备注供应商12套为一包发货）,8.0,否,在售,1,否,否,功能工具与维修配件,装饰铜镜钉,通用/无明显主题,非标,图像审美主导,标题包含非标特征词“装饰”,高,否,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-11,2025-11,1,2025-11,新增品线
2025-11,蒋舒,2255185,2025-11-07 10:06:13,【6张】透明防撞门把手防撞条【短款8条装*2+中款10条装*2+长款4条装*2】,2.0,否,在售,1,否,否,功能工具与维修配件,透明防撞门把手防撞条,通用/无明显主题,标品,功能主导,标题包含功能/适配特征词“防撞”,高,否,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-11,2025-11,1,2025-11,新增品线
2025-11,蒋舒,2255186,2025-11-07 10:06:13,【2pcs】110卡扣式装饰圈,0.8,否,在售,1,否,是,创意非标与收藏杂项,110卡扣式装饰圈,通用/无明显主题,非标,图像审美主导,标题包含非标特征词“装饰”,高,否,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-11,2025-11,1,2025-11,新增品线
2025-11,蒋舒,2255187,2025-11-07 10:06:13,【3pcs】防污多用老年人口水巾-灰色,15.0,否,在售,1,否,是,待人工方向复核,防污多用老年人口水巾,老年健康,待复核,待判断,标题和产品族暂不足以判断功能主导还是视觉/创意主导,低,是,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-11,2025-11,1,2025-11,新增品线
2025-11,蒋舒,2255188,2025-11-07 10:06:13,【6pcs】豆浆过滤布纱布-50*50cm,3.18,否,在售,1,否,是,功能工具与维修配件,豆浆过滤布纱布,通用/无明显主题,标品,功能主导,标题包含功能/适配特征词“过滤”,高,否,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-11,2025-11,1,2025-11,新增品线
2025-11,蒋舒,2255189,2025-11-07 10:06:13,【30pcs】沙盘模型树套装【A款3-7cm高每款3棵共30棵装】,11.0,否,在售,1,否,是,待人工方向复核,沙盘模型树套装,通用/无明显主题,待复核,待判断,标题和产品族暂不足以判断功能主导还是视觉/创意主导,低,是,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-11,2025-11,1,2025-11,新增品线
2025-11,蒋舒,2255190,2025-11-07 10:06:13,【24pcs】模型树仿真雪松【5cm*10+7cm*8+8.5cm*2+10cm*2+12.5*1+15cm*1】,13.4,否,在售,1,否,是,待人工方向复核,模型树仿真雪松,通用/无明显主题,待复核,待判断,标题和产品族暂不足以判断功能主导还是视觉/创意主导,低,是,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-11,2025-11,1,2025-11,新增品线
2025-11,蒋舒,2255191,2025-11-07 10:06:13,【10pcs】白色尼龙网袋【长30厘米*宽20厘米】,4.5,否,在售,1,否,是,待人工方向复核,白色尼龙网袋,龙与幻想,待复核,待判断,标题和产品族暂不足以判断功能主导还是视觉/创意主导,低,是,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-11,2025-11,1,2025-11,新增品线
2025-11,蒋舒,2255192,2025-11-07 10:06:13,【60pcs】绒皮绳【60色，一色一米，3mm粗】【匹配不了这么多变体，1688下单的时候页面每个色1条】,12.0,否,在售,1,否,是,待人工方向复核,绒皮绳,通用/无明显主题,待复核,待判断,标题和产品族暂不足以判断功能主导还是视觉/创意主导,低,是,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-11,2025-11,1,2025-11,新增品线
2025-11,蒋舒,2255193,2025-11-07 10:06:13,【2pcs】卷尺PVC软皮尺-黄底黑字厚款【3米尺宽2CM】,1.66,否,在售,1,否,是,待人工方向复核,卷尺PVC软皮尺,通用/无明显主题,待复核,待判断,标题和产品族暂不足以判断功能主导还是视觉/创意主导,低,是,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-11,2025-11,1,2025-11,新增品线
2025-11,蒋舒,2255194,2025-11-07 10:06:13,【5000pcs】树脂平底钻【红色208-4mm（约5000颗）】,4.5,否,在售,1,否,是,玩具手办与解压收藏,树脂平底钻,通用/无明显主题,非标,图像审美主导,标题包含非标特征词“树脂”,高,否,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-11,2025-11,1,2025-11,新增品线
2025-11,蒋舒,2255195,2025-11-07 10:06:13,【5000pcs】树脂平底钻【白色001-4mm（约5000颗）】,4.5,否,在售,1,否,是,玩具手办与解压收藏,树脂平底钻,通用/无明显主题,非标,图像审美主导,标题包含非标特征词“树脂”,高,否,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-11,2025-11,1,2025-11,新增品线
2025-11,蒋舒,2255196,2025-11-07 10:06:13,【12pcs】十字铁螺丝M4*60*12+螺母M4*16（现货）*12,2.8,否,在售,1,否,是,功能工具与维修配件,十字铁螺丝M4*60*12+螺母M4*16,通用/无明显主题,标品,功能主导,标题包含功能/适配特征词“螺丝”,高,否,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-11,2025-11,1,2025-11,新增品线
2025-11,蒋舒,2255197,2025-11-07 10:06:13,天然紫水晶簇月牙-4-5厘米,14.0,否,在售,1,否,否,待人工方向复核,天然紫水晶簇月牙,通用/无明显主题,待复核,待判断,标题和产品族暂不足以判断功能主导还是视觉/创意主导,低,是,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-11,2025-11,1,2025-11,新增品线
2025-11,蒋舒,2255198,2025-11-07 10:06:13,【4pcs】自粘拉手-银色LS3四个装,7.6,否,在售,1,否,是,待人工方向复核,自粘拉手,通用/无明显主题,待复核,待判断,标题和产品族暂不足以判断功能主导还是视觉/创意主导,低,是,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-11,2025-11,1,2025-11,新增品线
2025-11,蒋舒,2255199,2025-11-07 10:06:13,【6pcs】自行车前叉滚珠碗【3号*6】,1.1,否,在售,1,否,是,汽车骑行户外与功能配件,自行车前叉滚珠碗,通用/无明显主题,标品,功能主导,主方向以功能、适配、收纳或工具属性为主,中,否,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-11,2025-11,1,2025-11,新增品线
2025-11,蒋舒,2255200,2025-11-07 10:06:13,【2pcs】高地牛挂件,1.7,否,在售,1,否,是,图像主题载体与装饰周边,高地牛挂件,高地牛,非标,图像审美主导,标题包含非标特征词“挂件”,高,否,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-11,2025-11,1,2025-11,新增品线
2025-11,蒋舒,2255201,2025-11-07 10:06:13,【4pcs】汽车防滑垫【14*8黑色*4】,1.4,否,在售,1,否,是,汽车骑行户外与功能配件,汽车防滑垫,通用/无明显主题,标品,功能主导,标题包含功能/适配特征词“防滑”,高,否,规格适配复核,可做但需复核,商品形态可以测试，但带电、液体、成人文案或兼容性会增加履约与平台风险。,2025-06,2025-11,2,2025-06、2025-11,跨月延续
2025-11,宋凤莉,2600294,2025-11-08 02:21:41,猎魔女团喜鹊单个真空,10.9,否,在售,1,否,否,待人工方向复核,猎魔女团喜鹊单个真空,通用/无明显主题,待复核,待判断,标题和产品族暂不足以判断功能主导还是视觉/创意主导,低,是,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-11,2025-11,1,2025-11,新增品线
2025-11,宋凤莉,2600295,2025-11-08 02:21:41,猎魔女团玩偶小老虎单个压缩,12.3,否,在售,1,否,否,玩具手办与解压收藏,猎魔女团玩偶小老虎单个压缩,通用/无明显主题,非标,娱乐情绪主导,标题包含非标特征词“玩偶”,高,否,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-11,2025-11,1,2025-11,新增品线
2025-11,宋凤莉,2600296,2025-11-08 02:21:41,【3pcs】宝宝半岁生日套装【DFU239-9 1/2拉花帽子+half插牌】【备注：可以拍20套，要联系供应商改价】,22.5,否,在售,1,否,是,派对贺卡与礼品,宝宝半岁生日套装,花卉蝴蝶,非标,图像审美主导,标题包含非标特征词“拉花”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-11,2025-11,1,2025-11,新增品线
2025-11,宋凤莉,2600297,2025-11-08 02:21:41,宝宝半岁生日横幅,12.5,否,在售,,否,否,派对贺卡与礼品,宝宝半岁生日横幅,通用/无明显主题,非标,图像审美主导,主方向以图像、装饰、礼品、文创或审美价值为主,中,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-11,2025-11,1,2025-11,新增品线
2025-11,宋凤莉,2600298,2025-11-08 02:21:41,生日帽卡其色半岁,5.3,否,在售,,否,否,派对贺卡与礼品,生日帽卡其色半岁,通用/无明显主题,非标,图像审美主导,主方向以图像、装饰、礼品、文创或审美价值为主,中,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-11,2025-11,1,2025-11,新增品线
2025-11,宋凤莉,2600299,2025-11-08 02:21:41,通风管排风口盖【A-塑料百叶风口-100(PP)带防虫网】,6.5,否,在售,1,否,否,待人工方向复核,通风管排风口盖,通用/无明显主题,待复核,待判断,标题和产品族暂不足以判断功能主导还是视觉/创意主导,低,是,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-11,2025-11,1,2025-11,新增品线
2025-11,宋凤莉,2600300,2025-11-08 02:21:41,【2pcs】天然石水晶手链【款式2*1＋款式6*1】【下单时可以让供应商按照这个图片两个一装发货】,17.6,否,在售,1,否,是,服饰饰品与随身配件,手链,通用/无明显主题,非标,图像审美主导,标题包含非标特征词“手链”,高,否,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-08,2026-06,8,2025-08、2025-09、2025-10、2025-11、2025-12、2026-01、2026-05、2026-06,跨月延续
2025-11,宋凤莉,2600301,2025-11-08 02:21:41,【64pcs】二战人偶积木【E2064二战套装25】,12.5,否,在售,1,否,是,玩具解压与3D打印,积木,通用/无明显主题,非标,娱乐情绪主导,标题包含非标特征词“人偶”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-09,2026-06,7,2025-09、2025-10、2025-11、2025-12、2026-04、2026-05、2026-06,跨月延续
2025-11,宋凤莉,2600302,2025-11-08 02:21:41,二战人偶积木【EZ091二战套装10】,13.5,否,在售,1,否,是,玩具解压与3D打印,积木,通用/无明显主题,非标,娱乐情绪主导,标题包含非标特征词“人偶”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-09,2026-06,7,2025-09、2025-10、2025-11、2025-12、2026-04、2026-05、2026-06,跨月延续
2025-11,宋凤莉,2600303,2025-11-08 02:21:41,【2pcs】邪恶之眼手链【8MM黄虎眼*2】,7.0,否,在售,1,否,是,服饰饰品与随身配件,手链,通用/无明显主题,非标,图像审美主导,标题包含非标特征词“手链”,高,否,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-08,2026-06,8,2025-08、2025-09、2025-10、2025-11、2025-12、2026-01、2026-05、2026-06,跨月延续
2025-11,宋凤莉,2600304,2025-11-08 02:21:41,【72pcs】卡皮巴拉生日派对用品【邀请卡*24+信封*24*贴纸*24】,17.0,否,在售,1,否,是,派对贺卡与礼品,贴纸,通用/无明显主题,非标,图像审美主导,标题包含非标特征词“邀请卡”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-08,2026-06,9,2025-08、2025-09、2025-10、2025-11、2025-12、2026-01、2026-03、2026-05、2026-06,跨月延续
2025-11,宋凤莉,2600305,2025-11-08 02:21:41,【2pcs】可折叠墙上置物架【（白色置物架【可折叠 节省空间】）*2】,3.6,否,在售,1,否,是,厨房日用与收纳,可折叠墙上置物架,通用/无明显主题,标品,功能主导,主方向以功能、适配、收纳或工具属性为主,中,否,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-11,2025-11,1,2025-11,新增品线
2025-11,宋凤莉,2600306,2025-11-08 02:21:41,【24pcs】伦敦纪念品礼物【磁胶软磁橡胶磁冰箱贴伦敦款】【带磁】,8.0,否,在售,1,否,是,派对贺卡与礼品,伦敦纪念品礼物,城市旅行,非标,图像审美主导,标题包含非标特征词“冰箱贴”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-11,2025-11,1,2025-11,新增品线
2025-11,宋凤莉,2600307,2025-11-08 02:21:41,【4pcs】水管弯头20mm【（4分(20)PE快速弯头）*4】,7.4,否,在售,1,否,是,汽车骑行户外与功能配件,水管弯头20mm,通用/无明显主题,标品,功能主导,主方向以功能、适配、收纳或工具属性为主,中,否,规格适配复核,可做但需复核,商品形态可以测试，但带电、液体、成人文案或兼容性会增加履约与平台风险。,2025-11,2025-11,1,2025-11,新增品线
2025-11,宋凤莉,2600308,2025-11-08 02:21:41,卡皮巴拉刺绣嘻哈毛线帽【卡皮巴拉1黑色】,8.5,否,在售,1,否,否,DIY手工与文具材料,卡皮巴拉刺绣嘻哈毛线帽,通用/无明显主题,非标,图像审美主导,标题包含非标特征词“刺绣”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-11,2025-11,1,2025-11,新增品线
2025-11,宋凤莉,2600309,2025-11-08 02:21:41,嘻哈毛线帽【树懒】,8.5,否,在售,1,否,否,待人工方向复核,嘻哈毛线帽,通用/无明显主题,待复核,待判断,标题和产品族暂不足以判断功能主导还是视觉/创意主导,低,是,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-11,2025-11,1,2025-11,新增品线
2025-11,宋凤莉,2600310,2025-11-08 02:21:41,嘻哈毛线帽【高地牛】【备注：供应商没有现货，要定制，40套起批】,8.5,否,在售,1,是,否,创意非标与收藏杂项,嘻哈毛线帽,高地牛,非标,定制主导,标题明确包含“定制”,高,否,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-11,2025-11,1,2025-11,新增品线
2025-11,宋凤莉,2600311,2025-11-08 02:21:41,【48张】复古花卉剪贴簿纸【2套】【备注：链接是一套的价格，一套是24张，跟供应商谈价，40套每套可以给5.5元的价格】,11.0,否,在售,1,否,否,阅读文具与办公用品,复古花卉剪贴簿纸,花卉蝴蝶,非标,图像审美主导,主方向以图像、装饰、礼品、文创或审美价值为主,中,否,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-11,2025-11,1,2025-11,新增品线
2025-11,宋凤莉,2600312,2025-11-08 02:21:41,【212pcs】彩色霓虹乙烯基贴纸【（T01042741）*1+（T01042742）*1+（T01042238）*1+（T01040961 自创-火箭霓虹50张）*1】【备注：跟供应商谈价15套每套8.8元，一起下单可以让供应商4款包好发货】,8.8,否,在售,1,否,是,DIY手工与文具材料,贴纸,通用/无明显主题,非标,图像审美主导,主方向以图像、装饰、礼品、文创或审美价值为主,中,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-08,2026-06,9,2025-08、2025-09、2025-10、2025-11、2025-12、2026-01、2026-03、2026-05、2026-06,跨月延续
2025-11,宋凤莉,2600313,2025-11-08 02:21:41,狗狗衣服【绿色恐龙装M码】,7.85,否,在售,1,否,否,服饰饰品与随身配件,狗狗衣服,猫狗宠物、龙与幻想,非标,图像审美主导,主方向以图像、装饰、礼品、文创或审美价值为主,中,否,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-11,2025-11,1,2025-11,新增品线
2025-11,宋凤莉,2600314,2025-11-08 02:21:41,狗狗衣服【绿色恐龙装L码】,7.85,否,在售,1,否,否,服饰饰品与随身配件,狗狗衣服,猫狗宠物、龙与幻想,非标,图像审美主导,主方向以图像、装饰、礼品、文创或审美价值为主,中,否,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-11,2025-11,1,2025-11,新增品线
2025-11,宋凤莉,2600315,2025-11-08 02:21:41,狗狗衣服【黄色蜂蜜装M码】,10.7,否,在售,1,否,否,服饰饰品与随身配件,狗狗衣服,猫狗宠物,非标,图像审美主导,主方向以图像、装饰、礼品、文创或审美价值为主,中,否,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-11,2025-11,1,2025-11,新增品线
2025-11,宋凤莉,2600316,2025-11-08 02:21:41,狗狗衣服【黄色蜂蜜装L码】,10.7,否,在售,1,否,否,服饰饰品与随身配件,狗狗衣服,猫狗宠物,非标,图像审美主导,主方向以图像、装饰、礼品、文创或审美价值为主,中,否,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-11,2025-11,1,2025-11,新增品线
2025-11,宋凤莉,2600317,2025-11-08 02:21:41,猎魔女团毛线帽【黑色-11】,7.9,否,在售,1,否,否,待人工方向复核,猎魔女团毛线帽,通用/无明显主题,待复核,待判断,标题和产品族暂不足以判断功能主导还是视觉/创意主导,低,是,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-11,2025-11,1,2025-11,新增品线
2025-11,宋凤莉,2600318,2025-11-08 02:21:41,【4pcs】A字夹【4寸白色重型固定夹*4】,12.8,否,在售,1,否,是,功能工具与维修配件,A字夹,通用/无明显主题,标品,功能主导,标题包含功能/适配特征词“固定”,高,否,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-11,2025-11,1,2025-11,新增品线
2025-11,宋凤莉,2600319,2025-11-08 02:21:41,【24pcs】收裤腰别针【（混色十12个装）*2】,17.5,否,在售,1,否,是,待人工方向复核,收裤腰别针,通用/无明显主题,待复核,待判断,标题和产品族暂不足以判断功能主导还是视觉/创意主导,低,是,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-11,2025-11,1,2025-11,新增品线
2025-11,宋凤莉,2560423,2025-11-08 03:13:45,3件套 XXS码新生宠物保暖衣服（适合1-2斤宠物）【粉+蓝+黄XXS各1件】,14.7,否,在售,1,否,是,宠物用品,3件套 XXS码新生宠物保暖衣服,通用/无明显主题,标品,功能主导,主方向以功能、适配、收纳或工具属性为主,中,否,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-11,2025-11,1,2025-11,新增品线
2025-11,宋凤莉,2560424,2025-11-08 03:13:45,6pcs金色戒指气球指环气球-【金环6个（opp袋装含吸管绳子）】（按25套的倍数下单）,10.8,否,在售,1,否,是,派对贺卡与礼品,6pcs金色戒指气球指环气球,通用/无明显主题,非标,图像审美主导,主方向以图像、装饰、礼品、文创或审美价值为主,中,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-11,2025-11,1,2025-11,新增品线
2025-11,宋凤莉,2560425,2025-11-08 03:13:45,48pcs卡皮巴拉生日派对装饰用品套装（20套起）-【5件套-(拉旗*1+螺旋*6+气球*16+大插*1+小插*24】,16.8,否,在售,1,否,是,派对贺卡与礼品,48pcs卡皮巴拉生日派对装饰用品套装,通用/无明显主题,非标,图像审美主导,标题包含非标特征词“派对”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-11,2025-11,1,2025-11,新增品线
